,GeoFips,county,state,pcp_count,population,pop_density,per_capita_income,pcp_per_capita,pop_density_lvl,region
61,37179,Union,NC,375,226694,138.34154055311,56820,1.6542122861654918,3,southeast
62,32003,Clark,NV,4311,2141574,104.777362384789,51244,2.0130053876261105,3,far_west
63,34011,Cumberland,NJ,263,153400,122.533902077342,45498,1.7144719687092569,3,mideast
64,28059,Jackson,MS,377,142014,75.8607419423292,41575,2.654667849648626,3,southeast
65,12095,Orange,FL,4127,1321194,565.200717904169,49390,3.123689632256883,3,southeast
66,13031,Bulloch,GA,135,74782,42.7156701559742,35376,1.8052472520125165,2,southeast
67,17043,DuPage,IL,4248,931743,1097.70680051702,79127,4.559197117660127,3,great_lakes
68,24031,Montgomery,MD,3065,1040133,814.474796216959,89552,2.9467385420902907,3,mideast
69,06059,Orange,CA,6207,3164182,1541.02666980495,74618,1.961644431325379,3,far_west
70,13151,Henry,GA,453,221307,268.154557420516,43812,2.0469302823679323,3,southeast
71,48481,Wharton,TX,51,41551,14.7704469530281,48384,1.2274072826165434,1,southwest
72,29019,Boone,MO,467,176515,99.4136366707352,51330,2.6456675070107356,3,plains
73,24510,Baltimore,MD,3107,614700,2932.04076142432,54097,5.0544981291687,3,mideast
74,17031,Cook,IL,16124,5223719,2134.42072675723,69935,3.08668977025755,3,great_lakes
75,36047,Kings,NY,3641,2600747,14475.0254388117,59468,1.3999823896749666,3,mideast
76,36055,Monroe,NY,3772,744248,437.46040770619,58299,5.068203072094248,3,mideast
77,34013,Essex,NJ,1540,793555,2430.06238473315,70497,1.9406342345521104,3,mideast
78,42079,Luzerne,PA,966,317884,137.85179535632,50391,3.0388443583193867,3,mideast
79,51041,Chesterfield,VA,957,339447,309.422654492403,58069,2.8192913768570644,3,southeast
80,34003,Bergen,NJ,2169,929999,1542.51463078774,91972,2.3322605723231957,3,mideast
81,26049,Genesee,MI,1106,409361,248.138524479207,46152,2.701771785783208,3,great_lakes
82,04013,Maricopa,AZ,13326,4253913,178.541173990963,53521,3.132645166932187,3,southwest
83,18073,Jasper,IN,74,33449,23.0774883795146,48987,2.2123232383628806,2,great_lakes
84,51061,Fauquier,VA,95,69115,41.1809044133723,74801,1.374520726325689,2,southeast
85,24045,Wicomico,MD,393,102172,105.360062744984,44184,3.8464549974552718,3,mideast
86,47149,Rutherford,TN,765,307128,191.494753251823,45374,2.4908181605063686,3,southeast
87,26139,Ottawa,MI,615,284034,194.610161958705,52759,2.165233739622721,3,great_lakes
88,37051,Cumberland,NC,582,332106,196.497859730551,42992,1.7524525302162564,3,southeast
89,19033,Cerro Gordo,IA,360,42984,29.2032627979919,53643,8.375209380234505,2,plains
90,34023,Middlesex,NJ,1868,826698,1032.24836604565,66640,2.259591773537616,3,mideast
91,48479,Webb,TX,279,272053,31.248238637591,35626,1.0255354655159106,2,southwest
92,26037,Clinton,MI,109,77896,53.0982086269298,51053,1.3993016329464927,3,great_lakes
93,48423,Smith,TX,1961,225015,94.2825266569404,57076,8.714974557251738,3,southwest
94,05143,Washington,AR,647,228529,93.666958051026,43817,2.831150532317561,3,southeast
95,29165,Platte,MO,166,98824,90.8943251716872,60698,1.6797539059337814,3,plains
96,06075,San Francisco,CA,2072,870044,7168.19047136798,144818,2.3814887522929875,3,far_west
97,06073,San Diego,CA,7408,3302833,302.994150305114,66266,2.2429229694628825,3,far_west
98,40143,Tulsa,OK,2210,642781,435.157397772775,65519,3.4381850116913846,3,southwest
99,01097,Mobile,AL,1272,414659,130.229928949949,42823,3.0675808314783954,3,southeast
100,22105,Tangipahoa,LA,412,130504,63.6763882338832,41792,3.1569913565867713,3,southeast
101,06031,Kings,CA,179,150075,41.6772679528691,41829,1.1927369648509079,2,far_west
102,39155,Trumbull,OH,313,201794,126.065067290577,45142,1.551086751836031,3,great_lakes
103,47145,Roane,TN,90,52897,56.6175147284181,44706,1.7014197402499198,3,southeast
104,36085,Richmond,NY,871,474101,3182.46932315142,62558,1.8371612799804262,3,mideast
105,23003,Aroostook,ME,341,68269,3.95110093156248,47605,4.994946461790857,0,new_england
106,06095,Solano,CA,1005,438530,206.044405695356,58688,2.291747428910223,3,far_west
107,05049,Fulton,AR,24,12139,7.58160811844068,31840,1.9770986077930637,1,southeast
108,28083,Leflore,MS,70,29804,19.3702813434252,43878,2.3486780297946583,2,southeast
109,34025,Monmouth,NJ,1843,623387,514.106567301996,86091,2.9564299544263832,3,mideast
110,37147,Pitt,NC,796,177372,104.977444524324,45169,4.487743274022958,3,southeast
111,36005,Bronx,NY,2488,1437872,13202.5153048954,43919,1.7303348281349105,3,mideast
112,06053,Monterey,CA,557,433212,50.96841445171,61510,1.2857446238793016,3,far_west
113,31055,Douglas,NE,2036,554992,656.484639494118,65737,3.6685213480554673,3,plains
114,13215,Muscogee,GA,640,196670,350.83935993336,48080,3.254182132506229,3,southeast
115,28089,Madison,MS,350,103498,55.9272791818918,68381,3.3817078590890643,3,southeast
116,12107,Putnam,FL,153,72766,38.5992312765178,36354,2.102630349338977,2,southeast
117,39147,Seneca,OH,85,55475,38.871129619404,44993,1.5322217214961695,2,great_lakes
118,09003,Hartford,CT,3509,894730,470.033815038414,67938,3.92185352005633,3,new_england
119,34017,Hudson,NJ,894,668631,5589.05694996684,71682,1.3370603516737931,3,mideast
120,27007,Beltrami,MN,145,46117,7.10897123199923,45368,3.144176767786283,1,plains
121,18089,Lake,IN,1461,486849,376.835148662182,49229,3.0009304733089723,3,great_lakes
122,25001,Barnstable,MA,994,213690,209.284881815058,80420,4.65159810941083,3,new_england
123,13067,Cobb,GA,2536,745057,846.689777438231,63214,3.4037664232401013,3,southeast
124,17091,Kankakee,IL,298,111061,63.3866019091016,46988,2.6832101277676235,3,great_lakes
125,55089,Ozaukee,WI,694,88284,146.284038211139,87395,7.860994064609668,3,great_lakes
126,17179,Tazewell,IL,169,133852,79.9487732470222,51920,1.2625885306159041,3,great_lakes
127,45051,Horry,SC,1188,320915,109.295184394848,42110,3.7019148372622035,3,southeast
128,02170,Matanuska-Susitna,AK,289,103464,1.61641230138181,50386,2.7932420938683986,0,far_west
129,45067,Marion,SC,27,31562,24.9074196176618,36606,0.8554590963817249,2,southeast
130,12109,St. Johns,FL,453,235503,151.366952953632,73944,1.9235423752563663,3,southeast
131,17097,Lake,IL,3023,703619,611.94739324599,85159,4.296359251242505,3,great_lakes
132,24017,Charles,MD,624,157671,132.977226509494,61324,3.9576079304374296,3,mideast
133,25017,Middlesex,MA,3873,1595192,753.089533320006,90688,2.427920902311446,3,new_england
134,48245,Jefferson,TX,572,255210,112.437564456015,46547,2.24129148544336,3,southwest
135,06111,Ventura,CA,1534,848112,177.727919348574,67422,1.8087233761578658,3,far_west
136,33015,Rockingham,NH,1127,305129,169.417981016389,80220,3.693519789990463,3,new_england
137,06107,Tulare,CA,615,460477,36.8526563166655,46348,1.3355715920664877,2,far_west
138,12071,Lee,FL,2528,718679,354.83076867816,54707,3.517564865538022,3,southeast
139,12103,Pinellas,FL,2765,957875,1351.00989532327,59178,2.88659793814433,3,southeast
140,48215,Hidalgo,TX,1183,849389,208.766361446875,31153,1.3927658587525857,3,southwest
141,42101,Philadelphia,PA,5875,1575522,4531.77182152852,58941,3.7289228585827425,3,mideast
142,13185,Lowndes,GA,284,114582,88.9872835213199,41117,2.4785742961372645,3,southeast
143,37081,Guilford,NC,1779,523582,312.988330289208,49856,3.3977485857038627,3,southeast
144,12101,Pasco,FL,1494,510593,264.027551864764,45461,2.9260095614315116,3,southeast
145,22103,St. Tammany,LA,785,252093,115.020659493155,70190,3.1139301765618246,3,southeast
146,06029,Kern,CA,1502,883053,41.9254523115261,44721,1.700917158992722,2,far_west
147,47177,Warren,TN,98,40454,36.0996867246984,37857,2.4225045730953676,2,southeast
148,48213,Henderson,TX,120,80460,35.5536059135239,43356,1.4914243102162563,2,southwest
149,48469,Victoria,TX,236,91970,40.2557086383184,53881,2.5660541480917693,2,southwest
150,15003,Honolulu,HI,2097,987638,634.951785126835,62793,2.1232475866663694,3,far_west
151,18105,Monroe,IN,846,145403,142.299873628478,46693,5.8183118642669,3,great_lakes
152,22001,Acadia,LA,108,62568,36.8723621120073,40916,1.726121979286536,2,southeast
153,53033,King,WA,7559,2163257,394.8557331716,96647,3.4942681336521737,3,far_west
154,51185,Tazewell,VA,141,42080,31.3174022566405,39795,3.3507604562737643,2,southeast
155,45013,Beaufort,SC,547,182658,122.40139523679,61298,2.994667630216032,3,southeast
156,25021,Norfolk,MA,2960,698249,680.629713527744,98019,4.239175423094054,3,new_england
157,37129,New Hanover,NC,1369,224231,450.441761812079,50780,6.105311040846271,3,southeast
158,13237,Putnam,GA,31,21503,24.0870117181559,48498,1.4416593033530205,2,southeast
159,40071,Kay,OK,124,44880,18.8425197713252,44718,2.762923351158645,2,southwest
160,36119,Westchester,NY,2706,968815,868.763066558485,115386,2.7931029143850994,3,mideast
161,47157,Shelby,TN,2607,937005,473.797280554142,53855,2.7822690380520916,3,southeast
162,26017,Bay,MI,235,104786,91.4844133123066,47786,2.242666005000668,3,great_lakes
163,34001,Atlantic,NJ,837,268539,186.644512578803,55802,3.116865706657134,3,mideast
164,36029,Erie,NY,3531,919866,340.609971003819,56748,3.8386025790712996,3,mideast
165,12015,Charlotte,FL,669,176954,100.3107252744,45606,3.7806435570826316,3,southeast
166,08035,Douglas,CO,837,328614,151.000972693866,78980,2.5470612937975865,3,rocky_mountain
167,36105,Sullivan,NY,251,75211,29.9948504938301,52249,3.337277791812368,2,mideast
168,13115,Floyd,GA,759,96824,73.3273790003088,41238,7.838965545732463,3,southeast
169,47111,Macon,TN,29,23487,29.5248883922889,35472,1.2347255928811682,2,southeast
170,39153,Summit,OH,2134,541810,506.751899703031,56821,3.938650080286447,3,great_lakes
171,48407,San Jacinto,TX,4,27819,18.8688810214327,39298,0.14378662065494807,2,southwest
172,42025,Carbon,PA,221,63931,64.7089589945943,56868,3.456851918474605,3,mideast
173,26111,Midland,MI,185,83389,62.3649377461934,57561,2.2185180299559897,3,great_lakes
174,40027,Cleveland,OK,532,276733,198.271980515853,48042,1.9224306461462854,3,southwest
175,12009,Brevard,FL,1364,576808,219.376463402181,51507,2.364738353143507,3,southeast
176,48321,Matagorda,TX,70,36743,12.9807009828232,48150,1.9051247856734617,1,southwest
177,36065,Oneida,NY,642,230782,73.4992781713988,50201,2.781846071184061,3,mideast
178,06067,Sacramento,CA,2900,1510023,603.890619071814,58307,1.9205005486671396,3,far_west
179,48061,Cameron,TX,523,421750,182.749266849806,33690,1.2400711321873148,3,southwest
180,26147,St. Clair,MI,307,159566,85.4121095962139,50107,1.9239687652758106,3,great_lakes
181,12069,Lake,FL,1116,335362,136.198886060663,46563,3.327747329751135,3,southeast
182,13305,Wayne,GA,64,29767,17.9037743492414,34877,2.150031914536231,2,southeast
183,01127,Walker,AL,127,64493,31.480176797023,44095,1.9692059603367809,2,southeast
184,53053,Pierce,WA,3843,859840,199.055297595935,56532,4.469436174171939,3,far_west
185,12005,Bay,FL,471,182482,92.8857425187264,50696,2.581076489735974,3,southeast
186,54035,Jackson,WV,70,29018,24.1277155063864,41622,2.4122958163898267,2,southeast
187,42129,Westmoreland,PA,1204,354751,133.234220722871,57951,3.3939298268362883,3,mideast
188,51087,Henrico,VA,910,325642,538.090840570989,69872,2.7944798275406733,3,southeast
189,45073,Oconee,SC,122,76696,47.2707545187344,47511,1.590695733806196,3,southeast
190,51167,Russell,VA,93,27408,22.3479787429823,36423,3.393169877408056,2,southeast
191,35045,San Juan,NM,304,127455,8.9194931305282,38370,2.385155545094347,1,southwest
192,06079,San Luis Obispo,CA,441,281455,32.9240586038183,62342,1.5668579346609584,2,far_west
193,40031,Comanche,OK,260,122561,44.2546763206507,45432,2.1213926126581866,2,southwest
194,25027,Worcester,MA,2244,822280,210.16397012476,63286,2.7289974218027924,3,new_england
195,48157,Fort Bend,TX,1594,739342,331.322640165965,61791,2.1559711202663987,3,southwest
196,08101,Pueblo,CO,553,164685,26.6484169021727,43196,3.3579257370130855,2,rocky_mountain
197,37085,Harnett,NC,181,130361,84.588975370979,38280,1.3884520677196401,3,southeast
198,12057,Hillsborough,FL,4923,1378883,521.006609769935,51848,3.5702811623611286,3,southeast
199,25023,Plymouth,MA,1352,512135,300.082707595443,74034,2.639928924990481,3,new_england
200,48171,Gillespie,TX,65,26208,9.56245383415092,68885,2.4801587301587302,1,southwest
201,48445,Terry,TX,16,12615,5.4798191100548,41634,1.2683313515655965,0,southwest
202,16077,Power,ID,7,7713,2.12134991040186,52807,0.9075586671852716,0,rocky_mountain
203,39099,Mahoning,OH,862,231064,216.799598646393,47729,3.730568154277603,3,great_lakes
204,50003,Bennington,VT,203,35920,20.5464597878637,59131,5.651447661469933,2,new_england
205,21065,Estill,KY,23,14313,21.8349095032016,36569,1.6069307622441136,2,southeast
206,08005,Arapahoe,CO,2357,636671,308.071715415546,66691,3.7020690435091277,3,rocky_mountain
207,37133,Onslow,NC,345,193912,98.2620127432532,43122,1.7791575560047856,3,southeast
208,29095,Jackson,MO,2408,692003,441.979622490107,50209,3.479753700489738,3,plains
209,48357,Ochiltree,TX,11,10348,4.35376749677255,59892,1.0630073444143795,0,southwest
210,50025,Windham,VT,182,43150,21.2096317380194,56610,4.21784472769409,2,new_england
211,06041,Marin,CA,281,260295,193.100506119398,145575,1.0795443631264527,3,far_west
212,06019,Fresno,CA,1397,978130,63.385677357634,48495,1.4282355106171982,3,far_west
213,42097,Northumberland,PA,204,92325,77.8313122604817,47336,2.2095857026807475,3,mideast
214,22097,St. Landry,LA,214,83449,34.8732524683111,46131,2.5644405565075674,2,southeast
215,15007,Kauai,HI,146,71377,44.4580138369705,54089,2.0454768342743463,2,far_west
216,09001,Fairfield,CT,2982,944348,583.416530368637,120244,3.1577342250949862,3,new_england
217,12105,Polk,FL,1332,668671,143.657352265679,39760,1.992011018871762,3,southeast
218,13113,Fayette,GA,549,111369,221.224786181653,71384,4.929558494733723,3,southeast
219,30029,Flathead,MT,515,98082,7.44416672424659,52740,5.250708590770987,1,rocky_mountain
220,08083,Montezuma,CO,103,25909,4.92947296820681,46919,3.9754525454475282,0,rocky_mountain
221,36091,Saratoga,NY,795,227377,108.384222279145,77398,3.4963958535823765,3,mideast
222,34005,Burlington,NJ,1397,446367,215.610717844953,67154,3.1297116498307447,3,mideast
223,37067,Forsyth,NC,1656,371573,351.818409000107,51323,4.456728556703528,3,southeast
224,05031,Craighead,AR,532,105701,57.701239773158,40728,5.033064966272788,3,southeast
225,09013,Tolland,CT,478,151269,142.329636078855,59590,3.1599336281723285,3,new_england
226,04019,Pima,AZ,3362,1019722,42.8548311026477,48373,3.296977019226809,2,southwest
227,44003,Kent,RI,653,163861,375.343106367366,65299,3.98508491953546,3,new_england
228,42037,Columbia,PA,184,66220,52.9234682923893,47464,2.778616732105104,3,mideast
229,42077,Lehigh,PA,2411,362613,405.574784136813,58402,6.6489618408606415,3,mideast
230,12021,Collier,FL,1164,363922,70.3852284247344,103865,3.1984875879996264,3,southeast
231,45047,Greenwood,SC,247,70264,59.6604195217723,40786,3.5153136741432314,3,southeast
232,50007,Chittenden,VT,820,162052,116.605130378786,64605,5.060104164095475,3,new_england
233,12031,Duval,FL,3834,924229,467.728698551137,51131,4.148322547766842,3,southeast
234,01071,Jackson,AL,95,52094,18.6584828351285,40089,1.8236265212884402,2,southeast
235,30063,Missoula,MT,561,115983,17.2700086788915,54353,4.836915754895114,1,rocky_mountain
236,41051,Multnomah,OR,3657,798647,715.275377496115,63852,4.578994223981309,3,far_west
237,53003,Asotin,WA,52,22337,13.5585798878058,49273,2.3279760039396518,1,far_west
238,18129,Posey,IN,10,25589,24.1344788440355,54646,0.39079291883231076,2,great_lakes
239,35001,Bernalillo,NM,2330,677692,225.323559582085,48683,3.4381400400181796,3,southwest
240,16069,Nez Perce,ID,152,40155,18.2760330655698,50550,3.7853318391233968,2,rocky_mountain
241,27061,Itasca,MN,165,45203,6.54326994178345,48872,3.6502002079507996,0,plains
242,32031,Washoe,NV,1187,450486,27.6022977726726,66076,2.6349320511625223,2,far_west
243,32031,Washoe,CA,1187,450486,27.6022977726726,66076,2.6349320511625223,2,far_west
244,02090,Fairbanks North Star,AK,238,99653,5.24949098254823,62254,2.3882873571292382,0,far_west
245,48029,Bexar,TX,4781,1925865,599.558110948405,48569,2.482520841284306,3,southwest
246,49011,Davis,UT,761,340621,439.794275837236,51852,2.234154676311795,3,rocky_mountain
247,37119,Mecklenburg,NC,5130,1054314,777.490679020465,65244,4.865723114745702,3,southeast
248,16019,Bonneville,ID,427,112397,23.2567733570853,54601,3.7990337820404463,2,rocky_mountain
249,48355,Nueces,TX,775,360486,166.028634375297,47999,2.149875445925778,3,southwest
250,48441,Taylor,TX,510,136348,57.5010015389649,52429,3.740428902514155,3,southwest
251,47187,Williamson,TN,1232,218648,144.836740764805,94748,5.634627346236874,3,southeast
252,30093,Silver Bow,MT,128,34814,18.7215497841525,50672,3.676681794680301,2,rocky_mountain
253,48085,Collin,TX,2492,944350,433.407858893581,71246,2.638852120506168,3,southwest
254,47037,Davidson,TN,2601,684017,524.539773262797,71659,3.802537071447055,3,southeast
255,47037,Davidson,NC,2601,684017,524.539773262797,71659,3.802537071447055,3,southeast
256,34039,Union,NJ,1104,553066,2077.9430593196,72543,1.996145125536554,3,mideast
257,34039,Union,PA,1104,553066,2077.9430593196,72543,1.996145125536554,3,mideast
258,22017,Caddo,LA,1197,248361,109.114144755348,55047,4.819597279766147,3,southeast
259,31109,Lancaster,NE,1096,310094,142.947394477437,52887,3.53441214599444,3,plains
260,05045,Faulkner,AR,297,122416,72.9467914658334,41943,2.426153443994249,3,southeast
261,18019,Clark,IN,374,115702,119.815757947664,48210,3.2324419629738466,3,great_lakes
262,41017,Deschutes,OR,878,180640,23.1129110798434,61216,4.860496014171834,2,far_west
263,01073,Jefferson,AL,2600,659892,229.251338127605,58424,3.940038672994975,3,southeast
264,05055,Greene,AR,131,44623,29.8241054091558,38560,2.935705801940703,2,southeast
265,42011,Berks,PA,1265,416642,187.846826301422,55953,3.036179741840717,3,mideast
266,13139,Hall,GA,858,195961,192.529352773057,48759,4.378422237077786,3,southeast
267,49035,Salt Lake,UT,2880,1120805,583.162253223751,59077,2.5695816845927704,3,rocky_mountain
268,05005,Baxter,AR,130,41219,28.7152710674774,39950,3.1538853441374126,2,southeast
269,13121,Fulton,GA,4128,1021902,749.058521812008,95683,4.0395262950850475,3,southeast
270,19123,Mahaska,IA,36,22208,15.0203460319657,46388,1.6210374639769454,1,plains
271,05119,Pulaski,AR,1584,393463,200.176589143304,55563,4.025791497548689,3,southeast
272,18173,Warrick,IN,413,61928,62.1352390414225,60188,6.669035008396848,3,great_lakes
273,28081,Lee,MS,522,84915,72.8654138162044,46138,6.147323794382618,3,southeast
274,25009,Essex,MA,2379,781024,612.326436201255,74519,3.0460011472118653,3,new_england
275,42027,Centre,PA,418,161443,56.1632729042276,50615,2.5891491114511003,3,mideast
276,13223,Paulding,GA,250,155840,192.672920342044,42595,1.6042094455852156,3,southeast
277,08013,Boulder,CO,1076,321030,170.643529909384,79649,3.3517116780363203,3,rocky_mountain
278,45063,Lexington,SC,1142,286316,158.152762127915,50188,3.988600008382347,3,southeast
279,08107,Routt,CO,93,24874,4.06597174669611,85836,3.7388437726139743,0,rocky_mountain
280,13071,Colquitt,GA,95,45606,32.1897996301434,37418,2.083059246590361,2,southeast
281,39151,Stark,OH,888,373475,250.643525700289,49592,2.3776691880313274,3,great_lakes
282,22027,Claiborne,LA,19,16153,8.26187424603205,36281,1.176252089395159,1,southeast
283,25025,Suffolk,MA,6188,791766,5248.51983296846,90571,7.8154404205282875,3,new_england
284,26057,Gratiot,MI,236,41067,27.8969021685374,42067,5.746706601407456,2,great_lakes
285,28001,Adams,MS,57,31547,26.3448360714935,38331,1.8068279075664881,2,southeast
286,01101,Montgomery,AL,686,226941,111.578217285862,47776,3.022812096536104,3,southeast
287,35043,Sandoval,NM,433,140769,14.6494872160229,47257,3.0759613267125574,1,southwest
288,17089,Kane,IL,964,530839,394.636502174836,55976,1.815993173071308,3,great_lakes
289,02020,Anchorage,AK,1052,296112,67.0002918813575,70477,3.552709785486573,3,far_west
290,26145,Saginaw,MI,956,192778,92.9859007490757,45328,4.959072093288653,3,great_lakes
291,18053,Grant,IN,412,66944,62.4207862143067,43997,6.154397705544933,3,great_lakes
292,42049,Erie,PA,833,275972,133.344391732901,50536,3.0184221587697304,3,mideast
293,47017,Carroll,TN,76,28018,18.1003486767496,38461,2.7125419373260047,2,southeast
294,36025,Delaware,NY,117,45502,12.1798207601281,45822,2.5713155465693815,1,mideast
295,05131,Sebastian,AR,517,127461,92.5238426086721,45586,4.056142663246012,3,southeast
296,41029,Jackson,OR,738,214267,29.7238107554776,51824,3.444300802270065,2,far_west
297,13013,Barrow,GA,63,76887,184.344920218884,40435,0.8193842912325882,3,southeast
298,17119,Madison,IL,829,265670,143.252360427733,51433,3.1204125418752584,3,great_lakes
299,48339,Montgomery,TX,998,554445,205.321086912675,65516,1.7999981963945928,3,southwest
300,55137,Waushara,WI,42,24116,14.8704291491963,44594,1.7415823519655,1,great_lakes
301,47141,Putnam,TN,225,76440,73.5806144967391,42722,2.9434850863422293,3,southeast
302,37175,Transylvania,NC,101,33513,34.1920020784264,44747,3.0137558559365023,2,southeast
303,21195,Pike,KY,264,60483,29.6831331644756,39450,4.364862854025098,2,southeast
304,22055,Lafayette,LA,832,240091,344.938330874951,52507,3.465352720426838,3,southeast
305,10003,New Castle,DE,2391,555133,502.769618629628,59955,4.307075961976679,3,mideast
306,39109,Miami,OH,306,104800,99.5387828704605,52469,2.9198473282442747,3,great_lakes
307,05137,Stone,AR,23,12446,7.92446396870105,32753,1.8479832878033104,1,southeast
308,56037,Sweetwater,WY,107,44117,1.63361480673333,54000,2.4253689054106125,0,rocky_mountain
309,18131,Pulaski,IN,26,12660,11.2714848222811,50558,2.0537124802527646,1,great_lakes
310,28033,DeSoto,MS,483,176132,142.771871645678,45764,2.742261485703904,3,southeast
311,48241,Jasper,TX,57,35504,14.6040564255757,43486,1.6054529067147363,1,southwest
312,41067,Washington,OR,1972,581821,310.164458597462,66831,3.389358582794365,3,far_west
